city,date,pm2.5,pm10,no2,so2,co,o3,aqi,aqi_category
Delhi,18-01-2015,66.29141934,100.245874,37.58071433,14.02025428,1.36585577,52.61866719,72,Satisfactory
Delhi,19-01-2015,90.30201563,138.8130973,11.21843177,11.86743062,0.818069063,86.94863169,96,Satisfactory
Delhi,20-01-2015,72.30556141,128.3365083,39.47932345,6.156609812,1.142846844,61.27899549,84,Satisfactory
Delhi,21-01-2015,111.6412779,143.4535288,61.04191466,4.990744686,0.976057128,82.85683439,113,Moderate
Delhi,22-01-2015,40.37854699,79.0525924,41.49477048,9.482621729,0.334800971,51.02844462,53,Satisfactory
Delhi,23-01-2015,37.50785145,96.97970006,26.20863649,19.74967203,0.565024012,45.16907726,54,Satisfactory
Delhi,24-01-2015,112.5406887,137.9234024,43.41189902,18.53571377,0.31775503,52.76950788,107,Moderate
Delhi,25-01-2015,90.39531177,156.0317692,21.44573934,5.397716935,0.95658247,54.4547701,99,Satisfactory
Delhi,26-01-2015,90.01971401,146.9486782,29.79962918,13.16126849,0.887921742,39.28472873,96,Satisfactory
Delhi,27-01-2015,154.6309804,214.1076389,22.13044754,15.28276804,0.507595499,61.80626906,149,Moderate
Delhi,28-01-2015,126.3438232,159.9301768,54.45064194,14.06390463,1.046618048,78.45189474,124,Moderate
Delhi,29-01-2015,70.18447536,105.1097521,26.65728356,7.920948575,0.776869487,55.11727962,74,Satisfactory
Delhi,30-01-2015,91.06763197,157.611297,40.19502838,19.26767039,0.72060295,90.8025375,105,Moderate
Delhi,31-01-2015,105.0266939,137.8835428,23.93661253,14.41236208,0.732961164,60.71000741,102,Moderate
Delhi,01-02-2015,98.92950498,147.4729267,27.29809423,4.425763877,0.666045514,62.84598191,102,Moderate
Delhi,02-02-2015,88.56374977,113.6489742,42.59771389,13.9265869,0.534842769,52.30587659,87,Satisfactory
Delhi,03-02-2015,82.32834874,109.4689428,45.36681041,14.80392263,1.124915373,65.80703078,85,Satisfactory
Delhi,04-02-2015,24.89322528,56.13672448,47.72552901,14.56892975,0.954514306,107.7909724,44,Good
Delhi,05-02-2015,102.8356204,175.5469332,54.31002645,15.25695626,0.705419227,61.38453831,115,Moderate
Delhi,06-02-2015,49.08699142,94.35061928,32.71954678,12.4093707,1.49439757,21.99102211,58,Satisfactory
Delhi,07-02-2015,107.4504076,125.1960902,32.92102201,17.44475298,0.819284006,33.83382833,97,Satisfactory
Delhi,08-02-2015,51.38785163,114.9798066,29.04450052,13.08229295,0.813671552,40.22599479,67,Satisfactory
Delhi,09-02-2015,165.7577636,228.436144,9.6228612,12.93227157,0.601464061,62.78650002,158,Moderate
Delhi,10-02-2015,48.29917046,96.00444163,47.57480918,16.32877597,0.439911078,44.98248146,62,Satisfactory
Delhi,11-02-2015,61.00218755,97.9356029,66.4818136,14.02490855,0.421734814,63.76792921,72,Satisfactory
Delhi,12-02-2015,164.8862479,235.5355531,17.20945051,9.578829636,1.180073345,39.38495802,158,Moderate
Delhi,13-02-2015,97.75277713,163.2454582,26.09604293,11.70237322,0.1,34.63418538,103,Moderate
Delhi,14-02-2015,69.89727394,94.9416103,64.48616956,4.84929311,0.667986654,51.96110866,75,Satisfactory
Delhi,15-02-2015,137.6509316,158.9336885,57.44745628,12.05116531,0.505547405,56.93155211,127,Moderate
Delhi,16-02-2015,87.96238782,125.9580503,41.04703127,10.07343202,0.834055204,59.93196012,91,Satisfactory
Delhi,17-02-2015,143.4406726,168.6843627,71.99550062,2.239561002,0.754464471,58.8247581,135,Moderate
Delhi,18-02-2015,91.23967471,128.7856843,36.87816624,9.534995327,0.623190573,62.74403146,94,Satisfactory
Delhi,19-02-2015,94.28061944,130.4224275,53.49399813,13.5364976,1.043858636,59.44443263,97,Satisfactory
Delhi,20-02-2015,46.84019956,85.63657876,51.20940408,15.05185133,0.793729522,51.75991075,59,Satisfactory
Delhi,21-02-2015,131.1065958,169.2751681,48.20646072,10.98903674,0.734695639,66.48165278,127,Moderate
Delhi,22-02-2015,113.016654,179.2868467,59.58218211,12.10501921,1.004585891,45.34599865,120,Moderate
Delhi,23-02-2015,92.9666541,140.363793,41.45493947,14.97578513,0.554533795,81.38580914,100,Satisfactory
Delhi,24-02-2015,39.75930474,65.47553248,57.3716631,15.95831347,0.987235945,59.42518264,51,Satisfactory
Delhi,25-02-2015,79.51012909,111.5650417,41.13706837,8.614191442,1.09253592,47.79413928,82,Satisfactory
Delhi,26-02-2015,46.98011213,90.5523953,46.19397181,9.181377236,0.553333881,53.65530817,60,Satisfactory
Delhi,27-02-2015,89.79866284,129.6597993,32.93442542,13.16024969,0.365574698,28.88804338,89,Satisfactory
Delhi,28-02-2015,51.26223115,96.99328812,44.66361348,19.37678108,1.057297887,47.60092205,63,Satisfactory
Delhi,01-03-2015,79.23935168,109.1887644,39.72230296,10.55670681,0.896815568,37.59153585,80,Satisfactory
Delhi,02-03-2015,100.7738606,181.4286388,38.36859777,14.00855861,1.007043198,43.98169292,113,Moderate
Delhi,03-03-2015,88.96369927,139.2155473,41.46514148,8.134951081,0.807353052,57.46997437,96,Satisfactory
Delhi,04-03-2015,138.0457443,207.2311608,72.29773686,8.163262186,1.061696191,52.75013009,143,Moderate
Delhi,05-03-2015,167.5921173,201.4261516,27.40417237,9.003036773,0.162831283,42.11367467,151,Moderate
Delhi,06-03-2015,49.63469354,102.6425693,45.12633964,21.3808542,1.085127151,41.34644517,64,Satisfactory
Delhi,07-03-2015,44.06341315,103.9017966,20.19650189,21.15729383,1.153832036,42.96236522,59,Satisfactory
Delhi,08-03-2015,11.47461884,88.55206632,38.28190232,18.18908156,0.321671702,41.00937466,40,Good
Delhi,09-03-2015,80.20974799,131.1493599,33.24901793,15.11424966,0.479713871,47.86430772,87,Satisfactory
Delhi,10-03-2015,84.81182527,145.1006019,50.67422317,6.376789541,0.339765749,69.16515233,97,Satisfactory
Delhi,11-03-2015,93.29256048,128.3228297,63.26727963,12.57837317,1.153789155,51.01277722,96,Satisfactory
Delhi,12-03-2015,162.429917,247.5367338,36.26553777,16.85785475,0.993612785,70.52947336,166,Moderate
Delhi,13-03-2015,41.40306158,105.1240908,55.8763673,3.206302568,0.445022446,19.41151733,59,Satisfactory
Delhi,14-03-2015,69.22372662,133.5745717,62.53535578,12.3704739,1.288584664,29.29847813,83,Satisfactory
Delhi,15-03-2015,11.86470243,60.75374845,45.76098173,11.83652626,0.17976737,48.66319941,33,Good
Delhi,16-03-2015,27.82121998,91.21467096,45.49897369,7.300601068,0.645839925,34.11179717,49,Good
Delhi,17-03-2015,77.49283611,146.5956825,25.2141093,14.52023258,0.640922714,38.10690752,89,Satisfactory
Delhi,18-03-2015,75.7187856,105.0139392,31.69526042,6.010610537,1.38941754,50.52895328,77,Satisfactory
Delhi,19-03-2015,52.01097968,106.2905779,38.31507925,10.895152,0.98425001,61.36261565,67,Satisfactory
Delhi,20-03-2015,58.7799541,97.26358928,35.87422454,2,0.345442681,70.50311401,69,Satisfactory
Delhi,21-03-2015,145.7987085,190.8179877,48.64835445,13.55625077,1.723664243,66.79362367,141,Moderate
Delhi,22-03-2015,74.88329634,105.7724875,15.9033052,13.01731818,0.573094776,28.66619436,73,Satisfactory
Delhi,23-03-2015,54.13708463,82.50612456,65.30712453,16.40819878,0.797608208,72.19916208,65,Satisfactory
Delhi,24-03-2015,83.09473231,115.8690483,62.84686116,14.69455022,0.488826154,47.14491983,87,Satisfactory
Delhi,25-03-2015,44.97526986,67.31927525,53.89266321,21.5470832,0.380429728,58.44453855,53,Satisfactory
Delhi,26-03-2015,53.97429724,94.23178956,31.11409114,7.680046152,0.814556488,37.53574825,62,Satisfactory
Delhi,27-03-2015,90.81827303,139.8135108,36.4157793,7.46218169,0.626968601,61.33086839,97,Satisfactory
Delhi,28-03-2015,100.0366875,130.4855826,41.48998458,15.75693562,0.299178416,58.15040289,99,Satisfactory
Delhi,29-03-2015,53.49504964,114.907023,28.55111265,2.975589497,0.311737269,50.7212742,69,Satisfactory
Delhi,30-03-2015,90.38890007,122.3025676,49.57888688,3.692399689,0.78017606,31.834757,90,Satisfactory
Delhi,31-03-2015,53.92655569,104.8745291,27.09379952,10.07722228,1.101887843,41.34662196,65,Satisfactory
Delhi,01-04-2015,113.4276845,140.8335474,47.94706267,19.2078431,0.1,38.04657117,107,Moderate
Delhi,02-04-2015,103.0828851,149.0219774,45.5671881,8.980074066,0.825976936,47.66484147,105,Moderate
Delhi,03-04-2015,126.7112825,181.7996993,45.06403993,9.940615169,0.653718133,43.51162718,126,Moderate
Delhi,04-04-2015,95.7780857,137.3583961,44.34662285,22.37700399,1.061337411,45.10964702,98,Satisfactory
Delhi,05-04-2015,128.0485569,169.8870494,9.428131972,6.959568445,0.238762424,44.72729774,120,Moderate
Delhi,06-04-2015,80.73673517,164.2654814,44.90391061,10.90449736,1.048821674,16.83297036,95,Satisfactory
Delhi,07-04-2015,89.42458232,154.8418862,17.82120631,17.71877022,0.901548922,43.77068129,97,Satisfactory
Delhi,08-04-2015,105.3112746,200.7251318,42.72799383,13.24110293,0.66219173,37.25233446,120,Moderate
Delhi,09-04-2015,113.2134327,146.0917561,41.07349356,9.611712766,0.943693948,55.00493158,110,Moderate
Delhi,10-04-2015,121.5015978,161.3012698,35.95187597,7.106181421,0.666712022,55.6595074,118,Moderate
Delhi,11-04-2015,110.2795447,141.8362382,53.0440888,18.77818929,0.924030471,78.15193719,110,Moderate
Delhi,12-04-2015,49.04843204,74.15533797,13.31919627,19.48022156,0.996309697,49.16622994,53,Satisfactory
Delhi,13-04-2015,91.19874505,118.6889641,76.68627969,12.64610591,0.832818438,60.88649936,94,Satisfactory
Delhi,14-04-2015,99.24036927,153.7180498,28.14288317,14.35734179,1.364607349,70.18130069,105,Moderate
Delhi,15-04-2015,143.7274651,183.5031515,25.1559277,11.3710654,0.816717474,66.41287278,136,Moderate
Delhi,16-04-2015,12.30141481,92.8924212,37.62988152,9.86559465,0.496368687,25.17714992,40,Good
Delhi,17-04-2015,112.9268234,164.3931827,20.6505865,5.52460614,0.69926459,75.03532288,115,Moderate
Delhi,18-04-2015,69.61634595,89.55348688,36.31385404,10.63638215,0.1,49.185577,70,Satisfactory
Delhi,19-04-2015,70.76261879,134.6867461,67.73434142,17.63282515,0.719333393,33.40211137,85,Satisfactory
Delhi,20-04-2015,182.9343921,234.1187608,40.20893938,11.87937456,0.859425428,47.83459382,170,Moderate
Delhi,21-04-2015,57.05351972,96.1163409,39.50870095,9.282876144,0.586146265,51.59645342,66,Satisfactory
Delhi,22-04-2015,69.8009113,149.8807711,5,17.45753426,1.173825558,18.89914651,82,Satisfactory
Delhi,23-04-2015,66.29249624,108.8636789,18.88732458,8.110916562,0.466827246,76.28405665,75,Satisfactory
Delhi,24-04-2015,117.4271357,192.8582376,50.82508096,6.354741144,0.64264392,57.34061842,127,Moderate
Delhi,25-04-2015,31.11488764,95.37485625,36.39511903,10.12589596,1.01328799,56.66394967,53,Satisfactory
Delhi,26-04-2015,65.56135337,138.7479494,23.78405009,15.07967803,0.977930377,45.35680341,81,Satisfactory
Delhi,27-04-2015,93.04532089,118.0230494,53.86040529,11.07548932,0.643183094,65.73513839,93,Satisfactory
Delhi,28-04-2015,51.82625238,73.65702645,16.6505624,15.03004976,0.415871194,76.32191273,57,Satisfactory
Delhi,29-04-2015,5,88.92912737,43.16526201,11.51643444,0.636524274,55.98704172,39,Good
Delhi,30-04-2015,78.4946119,150.5606495,41.71341473,12.75150881,0.690916336,49.14581564,93,Satisfactory
Delhi,01-05-2015,92.31207076,108.1087029,19.77721867,15.71632047,0.851259631,47.24024995,85,Satisfactory
Delhi,02-05-2015,80.73735732,137.6889914,31.9036048,8.108476373,0.858753577,35.32440834,88,Satisfactory
Delhi,03-05-2015,96.33011023,112.2784381,55.43733456,14.36298741,0.87680892,64.74036476,93,Satisfactory
Delhi,04-05-2015,146.6189778,216.9063791,12.38688653,5.602115166,0.612554427,50.39136575,144,Moderate
Delhi,05-05-2015,100.7063608,136.1914846,42.80150147,8.223085338,0.616544659,28.90008355,98,Satisfactory
Delhi,06-05-2015,43.07067016,66.03697804,25.36190121,17.26820898,0.515180333,89.48573097,52,Satisfactory
Delhi,07-05-2015,99.73271604,153.4294385,27.1246333,15.5015494,0.627308652,51.83014722,103,Moderate
Delhi,08-05-2015,182.4033815,230.4821835,57.23909989,8.484117874,0.789503453,76.56200953,173,Moderate
Delhi,09-05-2015,54.92131769,141.1702888,50.61627903,9.187666121,0.989722322,64.58831674,81,Satisfactory
Delhi,10-05-2015,104.8723985,123.4679041,29.09294236,10.76240682,0.777669971,59.31008146,98,Satisfactory
Delhi,11-05-2015,87.10804004,110.4011529,45.70296777,15.05292873,0.967937134,66.21171088,87,Satisfactory
Delhi,12-05-2015,113.3568862,172.5404878,38.94751433,3.695195332,0.928885466,53.11531531,117,Moderate
Delhi,13-05-2015,90.86315349,115.328182,23.78415189,17.26576427,0.788133454,60.22251046,88,Satisfactory
Delhi,14-05-2015,81.13273505,131.7278578,54.07425709,9.419776359,0.828836233,43.06587067,89,Satisfactory
Delhi,15-05-2015,62.6201509,106.4367084,43.33200657,9.606256892,1.176726838,36.58089047,71,Satisfactory
Delhi,16-05-2015,72.52513423,113.7305131,61.70466827,12.98277388,1.109553362,27.7165944,79,Satisfactory
Delhi,17-05-2015,90.68201063,158.4746265,41.23425984,17.32740188,0.644813465,71.1402116,104,Moderate
Delhi,18-05-2015,171.9559249,214.6991537,33.31746218,19.26692239,1.273871644,42.15709959,157,Moderate
Delhi,19-05-2015,63.19252732,107.5568351,19.83324233,7.406740268,0.49875777,38.48303652,69,Satisfactory
Delhi,20-05-2015,78.6126045,133.2968992,63.25750739,7.008229796,1.09529672,46.79016734,90,Satisfactory
Delhi,21-05-2015,78.02145161,141.5178415,23.15916968,13.91204873,0.849935662,57.38676896,89,Satisfactory
Delhi,22-05-2015,91.56674576,190.6727486,30.43390024,9.345015225,0.613057842,41.66784321,110,Moderate
Delhi,23-05-2015,54.50451491,128.2848455,61.30756372,9.146268531,0.550293328,57.07123335,77,Satisfactory
Delhi,24-05-2015,57.91107823,120.5697146,43.04384531,4.421279425,1.26425156,76.9381651,77,Satisfactory
Delhi,25-05-2015,55.48845238,97.73442118,44.28798086,13.67228395,0.997563282,80.15306808,69,Satisfactory
Delhi,26-05-2015,72.9221109,106.956166,19.31021158,8.3453498,0.790061908,76.91836795,78,Satisfactory
Delhi,27-05-2015,59.29554804,113.7713071,39.75365656,17.94196637,1.558079728,42.03696841,71,Satisfactory
Delhi,28-05-2015,60.4224223,131.3056398,50.22837234,21.23353663,0.975178456,44.61061864,79,Satisfactory
Delhi,29-05-2015,103.6261932,175.8002648,52.30723272,14.53637016,1.120002407,67.53943386,116,Moderate
Delhi,30-05-2015,135.2863596,198.2605574,37.4932288,12.73356843,1.16195269,37.74596494,134,Moderate
Delhi,31-05-2015,94.74693235,136.8801561,40.43117234,18.39225931,0.85732972,50.69654822,97,Satisfactory
Delhi,01-06-2015,25.60575436,90.53082568,49.68226272,22.81627362,0.70766653,53.28725491,50,Good
Delhi,02-06-2015,89.97534735,171.5244129,38.57056701,13.39510763,0.982368953,52.79913685,105,Moderate
Delhi,03-06-2015,62.14265542,116.0244553,56.10447625,6.867423503,0.839890902,39.49818778,75,Satisfactory
Delhi,04-06-2015,127.8018652,147.3381271,31.61617229,13.88605938,1.269657209,49.01374608,116,Moderate
Delhi,05-06-2015,57.79201893,145.4151603,18.27979149,2,0.932004335,42.46918663,78,Satisfactory
Delhi,06-06-2015,39.15068731,103.3178163,43.65701071,9.179606846,0.41590868,63.08685992,61,Satisfactory
Delhi,07-06-2015,106.0080471,154.0245298,67.69955494,6.649576168,0.342342449,39.62137895,109,Moderate
Delhi,08-06-2015,78.17655935,133.0433483,36.38145913,13.76027698,0.424538173,71.65646906,89,Satisfactory
Delhi,09-06-2015,76.71395286,149.0598695,45.1408802,14.2837661,0.970930184,56.7156284,93,Satisfactory
Delhi,10-06-2015,105.7089104,182.291961,42.94781755,15.54501879,0.773079292,71.60175823,118,Moderate
Delhi,11-06-2015,52.94430792,138.9631166,39.39763074,4.846124489,0.838431324,39.78422514,76,Satisfactory
Delhi,12-06-2015,113.625742,150.5732624,33.3072485,2.552296345,0.664308104,13.6418101,106,Moderate
Delhi,13-06-2015,16.64388706,81.85218018,51.78700238,14.12728781,0.509907157,49.28432966,42,Good
Delhi,14-06-2015,79.85589844,106.6886047,62.55097453,16.38681145,0.733710748,50.40328758,83,Satisfactory
Delhi,15-06-2015,88.33531232,97.50061495,36.29233926,8.59007876,0.499513997,45.78349561,81,Satisfactory
Delhi,16-06-2015,151.9074611,214.7243183,31.43231515,14.86291391,1.219806631,63.86950524,149,Moderate
Delhi,17-06-2015,82.3852148,119.4464792,50.4733497,13.96742693,1.068557966,59.52757703,88,Satisfactory
Delhi,18-06-2015,121.9821086,161.2774044,59.76091098,12.98799802,1.422578262,39.66218273,119,Moderate
Delhi,19-06-2015,149.4385521,203.3967678,30.22872995,9.58057083,0.703895808,56.3624892,144,Moderate
Delhi,20-06-2015,100.9134195,139.4394194,39.63468112,22.71135179,1.318262951,56.54485505,101,Moderate
Delhi,21-06-2015,81.52013913,133.9207657,49.20276959,6.886037174,0.722787039,24.97123889,88,Satisfactory
Delhi,22-06-2015,95.9689249,158.9128437,32.75220307,19.86993382,0.432270301,28.0343768,101,Moderate
Delhi,23-06-2015,88.97807274,159.9200388,65.25891537,9.705578686,1.12360425,49.42237296,103,Moderate
Delhi,24-06-2015,73.094908,140.7681068,49.78484318,4.118039215,1.242962105,70.70137031,90,Satisfactory
Delhi,25-06-2015,54.97749194,112.8935626,47.41045279,13.30336883,0.634908454,39.92564948,70,Satisfactory
Delhi,26-06-2015,78.97783716,152.4324175,48.15400232,10.14692834,1.031509613,10,91,Satisfactory
Delhi,27-06-2015,125.950628,141.1563524,34.56338588,6.401650527,0.411595557,67.41240181,115,Moderate
Delhi,28-06-2015,61.29195195,118.2220296,39.29619132,14.38520414,0.823046567,30.75511664,73,Satisfactory
Delhi,29-06-2015,119.8506728,159.9755411,16.65127152,9.859424195,1.250227937,62.75332613,115,Moderate
Delhi,30-06-2015,66.05391462,109.0687605,35.17547423,22.38373992,0.914580636,56.45062471,74,Satisfactory
Delhi,01-07-2015,121.2113382,175.9871213,36.11436781,11.01825075,0.778519622,49.44166645,121,Moderate
Delhi,02-07-2015,109.1051817,160.1440995,50.98960116,11.5964171,0.823590557,20.02698973,109,Moderate
Delhi,03-07-2015,116.653107,173.5828765,54.97015165,2,1.426512411,47.90615558,120,Moderate
Delhi,04-07-2015,124.3273127,153.5291941,49.19160858,6.732922184,0.612869312,78.71047031,121,Moderate
Delhi,05-07-2015,72.37270397,126.7213614,53.05101596,14.47840944,0.845125672,55.47441504,85,Satisfactory
Delhi,06-07-2015,176.1366234,224.9842475,43.0164857,17.25327198,1.13165778,67.80545458,166,Moderate
Delhi,07-07-2015,105.5492089,132.6891106,64.50147298,6.268273035,0.89079064,38.68586225,102,Moderate
Delhi,08-07-2015,77.43446614,134.0097143,44.82035823,14.10960377,1.284113381,56.80301452,89,Satisfactory
Delhi,09-07-2015,70.23373459,139.515478,57.84205733,5.861960924,0.979220021,60.51759113,88,Satisfactory
Delhi,10-07-2015,68.09745987,145.6115961,37.74916619,12.62788227,0.748078453,50.23368571,86,Satisfactory
Delhi,11-07-2015,36.14899652,57.34797887,63.91757595,7.765193258,0.502582295,17.6991483,43,Good
Delhi,12-07-2015,54.44153009,77.97973422,64.6302274,17.04908545,0.593554896,83.78653708,65,Satisfactory
Delhi,13-07-2015,119.2706195,162.7739918,5,23.45471286,0.38312826,25.3190188,111,Moderate
Delhi,14-07-2015,120.9028173,219.6978654,60.76409228,14.8195456,0.978426302,62.80123338,138,Moderate
Delhi,15-07-2015,110.3571436,165.9809721,41.56301656,11.68703436,0.573810623,45.78987385,113,Moderate
Delhi,16-07-2015,12.28172743,60.3149349,25.17113339,6.482053414,0.853968245,70.8800343,33,Good
Delhi,17-07-2015,116.7326642,135.3226522,25.15557795,16.70385594,0.505253782,46.63050275,106,Moderate
Delhi,18-07-2015,102.002084,132.6351949,41.58063259,5.329872525,0.619589707,54.79672901,100,Satisfactory
Delhi,19-07-2015,16.28025066,75.08974542,39.70543302,14.76244977,0.86717424,70.46210645,41,Good
Delhi,20-07-2015,85.00898011,126.4208693,41.83446255,14.71649015,0.814658021,50.60887537,89,Satisfactory
Delhi,21-07-2015,51.92033249,88.66231414,18.96092092,20.74788372,0.426841029,39.60642203,58,Satisfactory
Delhi,22-07-2015,51.26370938,119.1621969,35.57575483,18.23871036,0.597952813,54.18491243,70,Satisfactory
Delhi,23-07-2015,46.58611787,139.4891004,22.18602371,13.54910355,0.990133064,56.20698646,72,Satisfactory
Delhi,24-07-2015,72.58849364,119.9920797,40.65717208,11.26498999,1.089163735,83.15784502,84,Satisfactory
Delhi,25-07-2015,57.7003286,80.30426901,38.67576927,24.89854669,0.55889763,74.58675208,64,Satisfactory
Delhi,26-07-2015,147.1080326,186.0362677,48.53474619,20.14198312,0.686261678,46.9462946,138,Moderate
Delhi,27-07-2015,56.73276344,86.43762883,30.26083682,5.880298666,0.81022504,38.45040153,61,Satisfactory
Delhi,28-07-2015,89.35143647,108.2335235,44.96320348,16.16764481,0.201879307,55.61084855,87,Satisfactory
Delhi,29-07-2015,129.1067597,154.9139393,65.0885858,14.09509505,0.588496443,49.16346384,122,Moderate
Delhi,30-07-2015,102.3330765,153.8531843,48.08133989,7.396632035,0.850808247,28.79428255,105,Moderate
Delhi,31-07-2015,75.55095755,107.4728047,28.96705086,18.18046588,1.127393036,59.13707181,78,Satisfactory
Delhi,01-08-2015,36.30748941,79.97932042,58.1964655,12.70858457,1.495798862,55.89976759,53,Satisfactory
Delhi,02-08-2015,87.68196466,131.4996354,42.00311357,11.23765082,1.012432603,64.35053475,93,Satisfactory
Delhi,03-08-2015,48.56042158,71.93576251,12.4569194,14.53995663,0.468990018,17.70664111,48,Good
Delhi,04-08-2015,95.54314418,195.4031345,39.90893633,16.19245387,0.824548808,48.5166552,115,Moderate
Delhi,05-08-2015,116.7630593,160.9575684,44.01088471,13.60848903,0.599572864,64.88063524,117,Moderate
Delhi,06-08-2015,73.00160973,107.8867065,48.04764765,7.507660091,0.808454347,49.86321505,78,Satisfactory
Delhi,07-08-2015,123.4358226,182.9297873,39.62459562,16.0888315,1.217062265,58.3671546,126,Moderate
Delhi,08-08-2015,80.41410479,104.1773801,24.02329505,10.47387648,0.617146339,47.19543046,78,Satisfactory
Delhi,09-08-2015,82.265997,142.8598521,38.94251833,14.43250822,0.819342324,20.3680015,89,Satisfactory
Delhi,10-08-2015,42.42658425,89.54483313,21.85457886,14.99964365,1.25922525,68.28142778,57,Satisfactory
Delhi,11-08-2015,71.46228516,151.2768079,42.23001186,10.31457014,0.615979201,45.4629547,89,Satisfactory
Delhi,12-08-2015,64.47292726,117.8812517,42.40860972,12.0152301,0.931081451,67.85969412,78,Satisfactory
Delhi,13-08-2015,117.9821654,138.284206,5,16.67159956,0.38993639,46.62851897,105,Moderate
Delhi,14-08-2015,33.19547896,47.15587021,48.12194092,15.7957758,0.62704688,11.13436562,36,Good
Delhi,15-08-2015,58.15022207,115.9863022,17.81632647,12.9167996,0.795407045,58.68937249,71,Satisfactory
Delhi,16-08-2015,84.78321474,115.3218359,57.94857252,11.20735213,0.791808638,36.00098061,86,Satisfactory
Delhi,17-08-2015,62.26870995,94.57265567,37.4058091,20.5585424,0.388429657,25.79657903,65,Satisfactory
Delhi,18-08-2015,138.8468131,184.6603396,29.96390892,17.19952344,0.618315338,77.3901457,135,Moderate
Delhi,19-08-2015,107.1170349,147.3588067,72.3596232,8.971425385,1.022628612,54.48938871,110,Moderate
Delhi,20-08-2015,132.0696516,213.2998755,40.48006224,8.232910648,0.937991643,39.83426945,138,Moderate
Delhi,21-08-2015,160.5354899,213.2661965,34.52017673,12.92340153,0.395862113,35.42578942,151,Moderate
Delhi,22-08-2015,128.0165563,164.8786707,24.29633526,14.68326376,1.155711246,60.78429966,121,Moderate
Delhi,23-08-2015,119.8419074,154.7060057,18.67284,19.50666826,0.703196048,46.23750475,112,Moderate
Delhi,24-08-2015,133.1277657,194.2523659,46.83831658,22.82501172,0.606944531,63.91760192,135,Moderate
Delhi,25-08-2015,82.280525,137.6523706,62.9270264,14.53917878,0.961488824,66.08761006,95,Satisfactory
Delhi,26-08-2015,65.40189082,98.61769747,24.32786209,2.168217053,1.416862139,33.45187451,68,Satisfactory
Delhi,27-08-2015,71.14985506,115.6135891,44.61110047,16.07868606,1.058142047,41.25383842,78,Satisfactory
Delhi,28-08-2015,73.31513145,128.9667305,36.26963311,20.03672788,0.947292485,61.02316679,85,Satisfactory
Delhi,29-08-2015,106.5152507,179.9847279,42.71532338,5.51584026,0.919906386,40.22964659,115,Moderate
Delhi,30-08-2015,58.85533273,120.5826131,58.57424607,12.10635788,0.892649904,75.53322417,79,Satisfactory
Delhi,31-08-2015,89.63012718,191.6637895,48.48264468,3.196186204,1.026002486,55.71737577,112,Moderate
Delhi,01-09-2015,131.5901102,195.0537372,37.92316024,5.878508819,0.737293023,37.24219319,131,Moderate
Delhi,02-09-2015,56.77906201,118.5506301,65.04856757,13.97335765,0.441235081,56.66904002,76,Satisfactory
Delhi,03-09-2015,127.8652595,165.6696014,37.9897425,12.07344097,0.564530506,59.72420651,123,Moderate
Delhi,04-09-2015,75.16207406,133.5527229,26.68761733,9.812708498,1.016714407,44.40750272,84,Satisfactory
Delhi,05-09-2015,149.078554,191.0858303,43.37027089,16.66295416,0.37449028,23.58786782,138,Moderate
Delhi,06-09-2015,18.97374742,94.22542949,31.72212781,24.79099643,0.63072572,52.76826955,46,Good
